sample,rootstock,scion,location,year,E,A,gsw
C515,1103P,chard,san joaquin,y2019,0.00214432,8.142773113,0.084525954
C549,1103P,chard,san joaquin,y2019,0.006384132,20.19131735,0.258921357
C549,1103P,chard,san joaquin,y2019,0.008267062,21.99429482,0.366166835
C550,1103P,chard,san joaquin,y2019,0.006293867,18.65634346,0.266920007
C550,1103P,chard,san joaquin,y2019,0.004901975,15.08814303,0.203681959
C551,1103P,chard,san joaquin,y2019,0.003015371,13.44707771,0.119493727
C551,1103P,chard,san joaquin,y2019,0.006140791,19.16407223,0.259998809
C558,1103P,cab,san joaquin,y2019,0.006335552,20.05441894,0.275509353
C558,1103P,cab,san joaquin,y2019,0.005644964,18.97567193,0.240582788
C559,1103P,cab,san joaquin,y2019,0.005863886,18.79965439,0.239982891
C559,1103P,cab,san joaquin,y2019,0.002946163,11.70609135,0.11509928
C560,1103P,cab,san joaquin,y2019,0.003006641,12.40714025,0.117040904
C560,1103P,cab,san joaquin,y2019,0.003256362,12.20157403,0.127518812
C570,1103P,cab,merced,y2019,0.005552992,17.35873402,0.223579972
C570,1103P,cab,merced,y2019,0.004968763,17.57568813,0.201287665
C571,1103P,cab,merced,y2019,0.005716423,20.14209421,0.23256799
C571,1103P,cab,merced,y2019,0.005855723,20.3385581,0.23843169
C572,1103P,cab,merced,y2019,0.004207482,16.85673595,0.172444966
C572,1103P,cab,merced,y2019,0.004501783,16.22401402,0.179536845
C585,1103P,chard,madera,y2019,0.005661632,15.45121697,0.205366181
C585,1103P,chard,madera,y2019,0.004770836,11.79177818,0.195954097
C586,1103P,chard,madera,y2019,0.005674833,15.83060472,0.2271586
C586,1103P,chard,madera,y2019,0.005285542,14.80426162,0.2162714
C587,1103P,chard,madera,y2019,0.006358578,16.30363207,0.26393436
C587,1103P,chard,madera,y2019,0.007033173,19.43398075,0.296266877
C591,1103P,cab,san joaquin,y2019,0.006623045,19.07531878,0.313803664
C591,1103P,cab,san joaquin,y2019,0.006784945,19.2866679,0.305117492
C592,1103P,cab,san joaquin,y2019,0.008074104,22.37665415,0.354913208
C592,1103P,cab,san joaquin,y2019,0.006778021,19.05583477,0.307251681
C593,1103P,cab,san joaquin,y2019,0.005357238,19.65941303,0.239655778
C593,1103P,cab,san joaquin,y2019,0.003573192,13.35972056,0.144230381
C600,1103P,chard,san joaquin,y2019,0.010292857,23.0128374,0.459898916
C600,1103P,chard,san joaquin,y2019,0.007164182,19.44653978,0.316394207
C601,1103P,chard,san joaquin,y2019,0.005812846,14.89549214,0.250347416
C601,1103P,chard,san joaquin,y2019,0.009663724,22.98306256,0.438873896
C602,1103P,chard,san joaquin,y2019,0.005109894,13.50015993,0.206599707
C602,1103P,chard,san joaquin,y2019,0.009372522,23.86039484,0.449171816
C609,1103P,cab,merced,y2019,0.003177346,14.17821917,0.124496638
C609,1103P,cab,merced,y2019,0.004418091,15.65351468,0.17980639
C610,1103P,cab,merced,y2019,0.003149687,12.88015746,0.122515334
C610,1103P,cab,merced,y2019,0.005506394,18.79321657,0.235638156
C611,1103P,cab,merced,y2019,0.002871178,11.50918892,0.111946816
C611,1103P,cab,merced,y2019,0.00478832,18.6079723,0.196210419
C624,1103P,chard,madera,y2019,0.006019035,15.25436321,0.240912012
C624,1103P,chard,madera,y2019,0.00614441,16.85822593,0.262699153
C625,1103P,chard,madera,y2019,0.007383095,18.74503634,0.314302424
C625,1103P,chard,madera,y2019,0.007482732,18.63629569,0.328633507
C626,1103P,chard,madera,y2019,0.007329479,18.78279347,0.315565819
C626,1103P,chard,madera,y2019,0.008378476,20.00153806,0.358635734
C7,freedom,chard,san joaquin,y2018,0.006345894,19.71955969,0.243628964
C7,freedom,chard,san joaquin,y2018,0.003647721,14.1497293,0.120862927
C8,freedom,chard,san joaquin,y2018,0.003893947,12.79534366,0.135518937
C8,freedom,chard,san joaquin,y2018,0.00383716,12.67627721,0.134130287
C9,freedom,chard,san joaquin,y2018,0.004292406,14.43204892,0.146316518
C9,freedom,chard,san joaquin,y2018,0.00291436,9.350395744,0.105550808
C10,freedom,cab,san joaquin,y2018,0.002523916,8.6391373,0.079481704
C10,freedom,cab,san joaquin,y2018,0.001860164,7.335935301,0.056888114
C11,freedom,cab,san joaquin,y2018,0.003075092,12.72195629,0.101503954
C11,freedom,cab,san joaquin,y2018,0.002303526,9.607377057,0.073386907
C12,freedom,cab,san joaquin,y2018,0.005198,17.5385634,0.175679332
C12,freedom,cab,san joaquin,y2018,0.004171675,14.51448258,0.141400055
C22,freedom,cab,merced,y2018,0.003644545,14.37777591,0.143323574
C22,freedom,cab,merced,y2018,0.005669792,17.80470249,0.239978463
C23,freedom,cab,merced,y2018,0.004409934,15.80558468,0.181780927
C23,freedom,cab,merced,y2018,0.004865255,17.94133936,0.196659712
C24,freedom,cab,merced,y2018,0.005161718,17.67929304,0.213909575
C24,freedom,cab,merced,y2018,0.005146524,18.3099731,0.209469176
C25,freedom,chard,merced,y2018,0.00614134,19.51311987,0.256106715
C25,freedom,chard,merced,y2018,0.007536123,19.5707279,0.327409019
C26,freedom,chard,merced,y2018,0.004609795,16.8240705,0.19003483
C26,freedom,chard,merced,y2018,0.004565849,13.96302628,0.187373964
C27,freedom,chard,merced,y2018,0.004978367,15.15198176,0.213663271
C27,freedom,chard,merced,y2018,0.006514539,18.93836508,0.281259659
C37,freedom,cab,madera,y2018,0.003873169,16.47849055,0.149311068
C37,freedom,cab,madera,y2018,0.002750573,12.74166318,0.104438672
C38,freedom,cab,madera,y2018,0.003993387,15.65667903,0.157723496
C38,freedom,cab,madera,y2018,0.002626892,12.51304374,0.100671517
C39,freedom,cab,madera,y2018,0.004561611,17.87619595,0.183540582
C39,freedom,cab,madera,y2018,0.003714088,15.81556076,0.144873574
C40,freedom,chard,madera,y2018,0.007760224,21.96018914,0.339075911
C40,freedom,chard,madera,y2018,0.008450665,21.77336662,0.373703475
C41,freedom,chard,madera,y2018,0.008365549,21.86015237,0.385213719
C41,freedom,chard,madera,y2018,0.009680353,23.11668668,0.449404809
C42,freedom,chard,madera,y2018,0.007671542,18.51313734,0.338249464
C42,freedom,chard,madera,y2018,0.008064722,18.40293524,0.346812876
C49,freedom,cab,san joaquin,y2018,0.002687128,12.08014049,0.106161548
C49,freedom,cab,san joaquin,y2018,0.003750722,14.62522393,0.15056271
C50,freedom,cab,san joaquin,y2018,0.005224169,18.01859751,0.216609078
C50,freedom,cab,san joaquin,y2018,0.003988384,15.74411761,0.164147105
C51,freedom,cab,san joaquin,y2018,0.003670446,14.07503503,0.150393112
C51,freedom,cab,san joaquin,y2018,0.0025163,11.63476961,0.098066517
C58,freedom,chard,san joaquin,y2018,0.003770092,15.91548854,0.15139031
C58,freedom,chard,san joaquin,y2018,0.003403297,14.02649588,0.135040496
C59,freedom,chard,san joaquin,y2018,0.004747513,17.01664602,0.199257721
C59,freedom,chard,san joaquin,y2018,0.00277875,11.50719456,0.108721247
C60,freedom,chard,san joaquin,y2018,0.001669938,8.664736627,0.063737056
C60,freedom,chard,san joaquin,y2018,0.002795673,12.14831485,0.109872396
C61,freedom,cab,merced,y2018,0.006562313,19.73308718,0.282332653
C61,freedom,cab,merced,y2018,0.006440896,19.47039905,0.280462596
C62,freedom,cab,merced,y2018,0.004630745,14.49004584,0.191766472
C62,freedom,cab,merced,y2018,0.005267589,14.95839251,0.216901449
C63,freedom,cab,merced,y2018,0.007125858,21.24263664,0.302172037
C63,freedom,cab,merced,y2018,0.00329392,12.7513207,0.133512731
C64,freedom,chard,merced,y2018,0.011391087,22.26972399,0.528032151
C64,freedom,chard,merced,y2018,0.008769459,21.00082374,0.390072066
C65,freedom,chard,merced,y2018,0.008992805,22.21725604,0.389923861
C65,freedom,chard,merced,y2018,0.007019847,20.17040166,0.294252607
C66,freedom,chard,merced,y2018,0.010618333,24.72862337,0.494134155
C66,freedom,chard,merced,y2018,0.008770157,22.15429683,0.389921342
C76,freedom,cab,madera,y2018,0.006265018,19.61076873,0.24723146
C76,freedom,cab,madera,y2018,0.006752731,16.93152062,0.282056242
C77,freedom,cab,madera,y2018,0.006968124,22.24036333,0.297047192
C77,freedom,cab,madera,y2018,0.004472162,17.12575807,0.175736386
C78,freedom,cab,madera,y2018,0.005438763,18.90015999,0.221181751
C78,freedom,cab,madera,y2018,0.003548731,14.54931562,0.14133746
C79,freedom,chard,madera,y2018,0.00800377,19.00555687,0.340259454
C79,freedom,chard,madera,y2018,0.007914961,20.51964954,0.34344461
C80,freedom,chard,madera,y2018,0.006844028,19.25172914,0.285133557
C80,freedom,chard,madera,y2018,0.007862565,18.52457913,0.328694942
C81,freedom,chard,madera,y2018,0.007855278,18.61812399,0.342718939
C81,freedom,chard,madera,y2018,0.01219005,24.20385212,0.576501579
C91,freedom,chard,san joaquin,y2018,0.005982124,16.32743476,0.249882671
C91,freedom,chard,san joaquin,y2018,0.004468494,12.82142371,0.18239571
C92,freedom,chard,san joaquin,y2018,0.007773954,20.04590016,0.340100443
C92,freedom,chard,san joaquin,y2018,0.005166783,15.44204213,0.209449388
C93,freedom,chard,san joaquin,y2018,0.003004789,10.22424677,0.116223532
C93,freedom,chard,san joaquin,y2018,0.004510165,13.06026189,0.17976676
C100,freedom,cab,san joaquin,y2018,0.00150468,7.133118454,0.055265952
C100,freedom,cab,san joaquin,y2018,0.001895342,8.640984447,0.070641937
C101,freedom,cab,san joaquin,y2018,0.003389651,14.11814079,0.131272349
C101,freedom,cab,san joaquin,y2018,0.001998142,9.31589252,0.074834498
C102,freedom,cab,san joaquin,y2018,0.004790269,17.08596109,0.190877718
C102,freedom,cab,san joaquin,y2018,0.002216583,10.52253449,0.082280632
C103,freedom,chard,merced,y2018,0.003021331,10.92138929,0.11562075
C103,freedom,chard,merced,y2018,0.003106388,9.180973871,0.119790142
C104,freedom,chard,merced,y2018,0.00748694,19.87004922,0.318927692
C104,freedom,chard,merced,y2018,0.00611428,17.87963924,0.251235266
C105,freedom,chard,merced,y2018,0.004205878,12.48808397,0.162608179
C105,freedom,chard,merced,y2018,0.004072042,13.45837654,0.161379968
C112,freedom,cab,merced,y2018,0.004123584,12.51130957,0.115976999
C112,freedom,cab,merced,y2018,0.003830597,12.15051302,0.113436861
C113,freedom,cab,merced,y2018,0.001996759,6.641423855,0.056755423
C113,freedom,cab,merced,y2018,0.003879754,12.10007232,0.115264784
C114,freedom,cab,merced,y2018,0.002590588,7.153745572,0.079743027
C114,freedom,cab,merced,y2018,0.002911965,8.691699668,0.089391205
C115,freedom,cab,madera,y2018,0.008902751,24.13339459,0.39879955
C115,freedom,cab,madera,y2018,0.00870711,21.72038494,0.369596528
C116,freedom,cab,madera,y2018,0.00954623,24.96712268,0.430354138
C116,freedom,cab,madera,y2018,0.008911255,22.61663519,0.391818165
C117,freedom,cab,madera,y2018,0.008650107,20.39440815,0.372588514
C117,freedom,cab,madera,y2018,0.01005139,23.65847289,0.461869538
C118,freedom,chard,madera,y2018,0.008830069,21.71939572,0.378956026
C118,freedom,chard,madera,y2018,0.009477747,21.72927313,0.42278328
C119,freedom,chard,madera,y2018,0.006700344,18.69254254,0.283113289
C119,freedom,chard,madera,y2018,0.00827662,22.16947806,0.357345142
C120,freedom,chard,madera,y2018,0.009480857,19.39105065,0.426613289
C120,freedom,chard,madera,y2018,0.009633702,19.39882668,0.435814228
C133,freedom,cab,san joaquin,y2018,0.003252279,15.0448491,0.121861671
C133,freedom,cab,san joaquin,y2018,0.002083693,9.323113396,0.075426799
C134,freedom,cab,san joaquin,y2018,0.002874062,11.68331871,0.102155757
C134,freedom,cab,san joaquin,y2018,0.001059639,5.481872463,0.0366662
C135,freedom,cab,san joaquin,y2018,0.001684628,8.851329944,0.059256879
C135,freedom,cab,san joaquin,y2018,0.001054305,5.257611822,0.036232282
C142,freedom,chard,san joaquin,y2018,0.002718267,9.807949911,0.074296969
C142,freedom,chard,san joaquin,y2018,0.002365227,7.748332597,0.061439763
C143,freedom,chard,san joaquin,y2018,0.004497601,13.71603268,0.127868407
C143,freedom,chard,san joaquin,y2018,0.004208323,11.76493421,0.121587701
C144,freedom,chard,san joaquin,y2018,0.002409491,7.64883866,0.06151966
C144,freedom,chard,san joaquin,y2018,0.002709846,8.273266003,0.069655983
C151,freedom,cab,merced,y2018,0.005508688,18.81669154,0.216231444
C151,freedom,cab,merced,y2018,0.005554138,19.96868913,0.221345023
C152,freedom,cab,merced,y2018,0.005875364,18.18157097,0.225395964
C152,freedom,cab,merced,y2018,0.006029911,18.77175416,0.24697892
C153,freedom,cab,merced,y2018,0.004181501,14.73084517,0.141755308
C153,freedom,cab,merced,y2018,0.004109187,13.89221062,0.144347841
C154,freedom,chard,merced,y2018,0.006230386,17.81686874,0.261240018
C154,freedom,chard,merced,y2018,0.00564554,17.94069182,0.231691819
C155,freedom,chard,merced,y2018,0.012679813,26.39260626,0.583597418
C155,freedom,chard,merced,y2018,0.010438503,22.6222838,0.40653201
C156,freedom,chard,merced,y2018,0.009058731,18.72642137,0.411547743
C156,freedom,chard,merced,y2018,0.004875625,15.37506111,0.180204191
C157,freedom,chard,madera,y2018,0.005975953,15.11838541,0.201790025
C157,freedom,chard,madera,y2018,0.011021574,23.87261047,0.460832083
C158,freedom,chard,madera,y2018,0.00635249,15.13744516,0.215954157
C158,freedom,chard,madera,y2018,0.00326657,9.055668119,0.091572926
C159,freedom,chard,madera,y2018,0.007752636,16.61610819,0.264739632
C159,freedom,chard,madera,y2018,0.005907031,15.89680545,0.206801171
C166,freedom,cab,madera,y2018,0.004546571,14.49647626,0.125607354
C166,freedom,cab,madera,y2018,0.004314723,13.42050903,0.123897545
C167,freedom,cab,madera,y2018,0.004097242,13.80434126,0.134838017
C167,freedom,cab,madera,y2018,0.0043531,12.65478187,0.136864303
C168,freedom,cab,madera,y2018,0.00509212,16.05719098,0.164580943
C168,freedom,cab,madera,y2018,0.003240107,11.10148223,0.095885184
C175,freedom,chard,san joaquin,y2018,0.005892191,17.26675288,0.235569554
C175,freedom,chard,san joaquin,y2018,0.003762188,13.39460896,0.145936064
C176,freedom,chard,san joaquin,y2018,0.001522182,6.315226326,0.054393209
C176,freedom,chard,san joaquin,y2018,0.004725515,15.62805378,0.188440621
C177,freedom,chard,san joaquin,y2018,0.005302903,18.02604087,0.212613474
C177,freedom,chard,san joaquin,y2018,0.0048971,15.91644777,0.19678646
C178,freedom,cab,san joaquin,y2018,0.001542872,9.514582159,0.056156724
C178,freedom,cab,san joaquin,y2018,0.002549293,11.98265182,0.094377388
C179,freedom,cab,san joaquin,y2018,0.000505962,2.449436163,0.017489347
C179,freedom,cab,san joaquin,y2018,0.00061079,3.517573629,0.021859101
C180,freedom,cab,san joaquin,y2018,0.001513474,8.927776607,0.058124633
C180,freedom,cab,san joaquin,y2018,0.000940367,5.964572452,0.033559197
C190,freedom,cab,merced,y2018,0.009212157,24.37866247,0.373511257
C190,freedom,cab,merced,y2018,0.00539364,18.30557235,0.20814193
C191,freedom,cab,merced,y2018,0.004679451,16.54895851,0.179654934
C191,freedom,cab,merced,y2018,0.005913916,19.11970871,0.232840861
C192,freedom,cab,merced,y2018,0.004637434,16.81345795,0.180295916
C192,freedom,cab,merced,y2018,0.004816295,17.04558377,0.199881983
C193,freedom,chard,merced,y2018,0.003669613,11.13807697,0.137421508
C193,freedom,chard,merced,y2018,0.004304665,14.9659267,0.160381638
C194,freedom,chard,merced,y2018,0.00288142,11.94987472,0.097831043
C194,freedom,chard,merced,y2018,0.004803603,15.63440583,0.186526197
C195,freedom,chard,merced,y2018,0.004034142,14.88972692,0.137835486
C195,freedom,chard,merced,y2018,0.004789678,14.93386452,0.184894135
C205,freedom,cab,madera,y2018,0.009898289,23.42683495,0.415874839
C205,freedom,cab,madera,y2018,0.009329294,22.13609275,0.378011504
C206,freedom,cab,madera,y2018,0.007330785,19.06121366,0.278040758
C206,freedom,cab,madera,y2018,0.008530832,22.48724915,0.352800137
C207,freedom,cab,madera,y2018,0.00509188,18.72001865,0.18351055
C207,freedom,cab,madera,y2018,0.006901548,19.19222865,0.27780476
C208,freedom,chard,madera,y2018,0.012110058,17.91298043,0.483118385
C208,freedom,chard,madera,y2018,0.012449348,23.15147233,0.574949744
C209,freedom,chard,madera,y2018,0.007146386,19.18818237,0.289191837
C209,freedom,chard,madera,y2018,0.008812262,19.31647316,0.375858139
C210,freedom,chard,madera,y2018,0.01138734,21.55542622,0.501289382
C210,freedom,chard,madera,y2018,0.012568545,23.73257556,0.562676129
C217,freedom,cab,san joaquin,y2018,0.000740619,4.184440098,0.027804774
C217,freedom,cab,san joaquin,y2018,0.000451779,5.03804748,0.016824249
C218,freedom,cab,san joaquin,y2018,0.00664755,19.19054487,0.272101421
C218,freedom,cab,san joaquin,y2018,0.006144977,17.64302123,0.254937273
C219,freedom,cab,san joaquin,y2018,0.004509409,17.09072177,0.189783676
C219,freedom,cab,san joaquin,y2018,0.004317625,15.76383244,0.176129705
C226,freedom,chard,san joaquin,y2018,0.003706616,14.51967355,0.146730659
C226,freedom,chard,san joaquin,y2018,0.003001972,10.92803372,0.116030433
C227,freedom,chard,san joaquin,y2018,0.002311165,9.065946019,0.088427709
C227,freedom,chard,san joaquin,y2018,0.001590076,6.680453755,0.056301215
C228,freedom,chard,san joaquin,y2018,0.003636561,13.66981381,0.133348359
C228,freedom,chard,san joaquin,y2018,0.006042429,18.19028305,0.255021841
C229,freedom,cab,merced,y2018,0.003823633,11.06819178,0.131195458
C229,freedom,cab,merced,y2018,0.003112261,11.33364989,0.107667379
C230,freedom,cab,merced,y2018,0.003734953,13.05768789,0.128110883
C230,freedom,cab,merced,y2018,0.003990016,13.3416093,0.136439135
C231,freedom,cab,merced,y2018,0.003912862,12.74208063,0.13581206
C231,freedom,cab,merced,y2018,0.003587992,11.87608338,0.11984023
C232,freedom,chard,merced,y2018,0.003682375,14.44104388,0.142708365
C232,freedom,chard,merced,y2018,0.003149159,11.57176028,0.120369098
C233,freedom,chard,merced,y2018,0.004414699,16.87286284,0.173635181
C233,freedom,chard,merced,y2018,0.006273954,18.40297082,0.26030305
C234,freedom,chard,merced,y2018,0.004925105,17.54800892,0.196633609
C234,freedom,chard,merced,y2018,0.003625653,13.47821979,0.14297012
C244,freedom,cab,madera,y2018,0.006596786,21.58481555,0.271133109
C244,freedom,cab,madera,y2018,0.005162157,17.77576648,0.208697183
C245,freedom,cab,madera,y2018,0.007446453,22.23489446,0.32382321
C245,freedom,cab,madera,y2018,0.006669701,19.46370166,0.282550703
C246,freedom,cab,madera,y2018,0.004931273,16.52098759,0.192032224
C246,freedom,cab,madera,y2018,0.005708607,18.65622606,0.233155358
C247,freedom,chard,madera,y2018,0.006730914,19.3017821,0.280630653
C247,freedom,chard,madera,y2018,0.004351563,12.39027217,0.170974894
C248,freedom,chard,madera,y2018,0.006957023,18.28478761,0.283934759
C248,freedom,chard,madera,y2018,0.006716632,18.20558606,0.287721908
C249,freedom,chard,madera,y2018,0.007459132,19.54151095,0.321537935
C249,freedom,chard,madera,y2018,0.008387604,20.6158108,0.362900098
C259,freedom,chard,san joaquin,y2018,0.002473909,10.12735159,0.097181658
C259,freedom,chard,san joaquin,y2018,0.00229962,8.490904932,0.09210068
C260,freedom,chard,san joaquin,y2018,0.001636849,7.60387245,0.062315192
C260,freedom,chard,san joaquin,y2018,0.001443876,9.070427739,0.055324093
C261,freedom,chard,san joaquin,y2018,0.000956343,5.936847529,0.036134415
C261,freedom,chard,san joaquin,y2018,0.001111353,6.842883156,0.043647662
C268,freedom,cab,san joaquin,y2018,0.001573494,7.845117981,0.060025686
C268,freedom,cab,san joaquin,y2018,0.000712195,6.311610613,0.027109221
C269,freedom,cab,san joaquin,y2018,0.002480291,12.6061554,0.095400006
C269,freedom,cab,san joaquin,y2018,0.001823819,7.988206143,0.072439096
C270,freedom,cab,san joaquin,y2018,0.003534006,13.01954631,0.14105059
C270,freedom,cab,san joaquin,y2018,0.004140981,16.98860715,0.156452892
C271,freedom,chard,merced,y2018,0.00650373,17.57647887,0.270411618
C271,freedom,chard,merced,y2018,0.010958285,22.81608978,0.497792199
C272,freedom,chard,merced,y2018,0.009275025,22.54788018,0.395211207
C272,freedom,chard,merced,y2018,0.008558538,19.81130125,0.365644535
C273,freedom,chard,merced,y2018,0.009972889,23.73811263,0.439789876
C273,freedom,chard,merced,y2018,0.011049867,23.50369658,0.497021931
C280,freedom,cab,merced,y2018,0.004420102,14.66886414,0.162111875
C280,freedom,cab,merced,y2018,0.003859543,13.11800224,0.130890668
C281,freedom,cab,merced,y2018,0.003258967,11.0241572,0.116169707
C281,freedom,cab,merced,y2018,0.00378917,13.20991544,0.137474751
C282,freedom,cab,merced,y2018,0.003838944,13.15734317,0.137778368
C282,freedom,cab,merced,y2018,0.00416362,12.41536897,0.149783601
C283,freedom,cab,madera,y2018,0.005707336,19.14138248,0.229691874
C283,freedom,cab,madera,y2018,0.005605593,17.0341963,0.226107893
C284,freedom,cab,madera,y2018,0.004888792,17.50592784,0.189907231
C284,freedom,cab,madera,y2018,0.005406703,18.28892062,0.225582993
C285,freedom,cab,madera,y2018,0.006189994,17.2999214,0.264927147
C285,freedom,cab,madera,y2018,0.005055741,16.24883939,0.19780087
C286,freedom,chard,madera,y2018,0.006810732,17.19532965,0.291874676
C286,freedom,chard,madera,y2018,0.007425139,15.0165793,0.324207683
C287,freedom,chard,madera,y2018,0.005854595,17.4594547,0.244596867
C287,freedom,chard,madera,y2018,0.005627645,18.62563505,0.240969769
C288,freedom,chard,madera,y2018,0.005745724,17.51900228,0.236556178
C288,freedom,chard,madera,y2018,0.005492818,16.78582384,0.229641818
C301,freedom,cab,san joaquin,y2018,0.00096697,4.097166969,0.034073262
C301,freedom,cab,san joaquin,y2018,0.002010257,10.20116439,0.075995404
C302,freedom,cab,san joaquin,y2018,0.002530673,11.79914944,0.099027491
C302,freedom,cab,san joaquin,y2018,0.002086845,9.134685225,0.077585079
C303,freedom,cab,san joaquin,y2018,0.001331476,6.45576061,0.046059252
C303,freedom,cab,san joaquin,y2018,0.001071657,4.652765668,0.037457668
C310,freedom,chard,san joaquin,y2018,0.002154992,6.663890211,0.063423354
